exp,algo,scale,hostname,load5,load10,load15,procs,timestamp
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,5.24,19.01,21.72,747,1.513132893995085E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,7.69,20.16,23.74,688,1.513132894000745E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,8.03,27.98,32.77,693,1.51313289400261E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,6.68,20.59,23.43,688,1.513132894017514E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,6.74,20.03,23.24,689,1.513132894020087E9
exp1,svm,bigdata,cluster-cin-w-2.c.spark-186801.internal,8.04,19.48,22.4,686,1.51313289898647E9
exp1,svm,bigdata,cluster-cin-w-4.c.spark-186801.internal,12.63,22.9,24.01,787,1.513132898998621E9
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,4.82,18.69,21.61,747,1.513132899000135E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,7.96,20.01,23.67,686,1.513132899006168E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,8.27,27.7,32.65,693,1.513132899008141E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,6.3,20.28,23.31,690,1.513132899022599E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,6.2,19.7,23.11,687,1.513132899023722E9
exp1,svm,bigdata,cluster-cin-w-2.c.spark-186801.internal,7.48,19.17,22.29,686,1.513132903991978E9
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,5.24,18.55,21.54,747,1.5131329040009E9
exp1,svm,bigdata,cluster-cin-w-4.c.spark-186801.internal,13.06,22.82,23.97,786,1.513132904002497E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,8.41,27.41,32.53,693,1.513132904010356E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,7.32,19.68,23.55,686,1.513132904011563E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,6.12,20.01,23.21,691,1.513132904027413E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,6.34,19.5,23.03,687,1.513132904028944E9
exp1,svm,bigdata,cluster-cin-w-2.c.spark-186801.internal,7.36,18.95,22.2,686,1.513132908997527E9
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,5.62,18.41,21.48,747,1.513132909004826E9
exp1,svm,bigdata,cluster-cin-w-4.c.spark-186801.internal,12.17,22.48,23.86,786,1.513132909006453E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,7.13,19.43,23.45,686,1.513132909013398E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,7.89,26.99,32.37,693,1.513132909015794E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,5.83,19.18,22.91,687,1.513132909032936E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,6.35,19.82,23.13,691,1.513132909032996E9
exp1,svm,bigdata,cluster-cin-w-2.c.spark-186801.internal,7.25,18.74,22.11,686,1.513132914002943E9
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,5.17,18.1,21.37,747,1.513132914010336E9
exp1,svm,bigdata,cluster-cin-w-4.c.spark-186801.internal,11.44,22.15,23.74,789,1.513132914012274E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,6.8,19.16,23.34,686,1.513132914019088E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,7.5,26.59,32.21,693,1.513132914021296E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,5.37,18.86,22.78,687,1.51313291403678E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,6.56,19.64,23.06,691,1.513132914037726E9
exp1,svm,bigdata,cluster-cin-w-2.c.spark-186801.internal,7.31,18.56,22.04,687,1.513132919006074E9
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,4.76,17.8,21.25,747,1.513132919015768E9
exp1,svm,bigdata,cluster-cin-w-4.c.spark-186801.internal,11.4,21.97,23.68,789,1.51313291901767E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,6.66,18.93,23.24,686,1.51313291902457E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,6.9,26.15,32.03,693,1.513132919026788E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,6.84,19.48,22.99,691,1.513132919042164E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,5.1,18.58,22.67,687,1.513132919042238E9
exp1,svm,bigdata,cluster-cin-w-2.c.spark-186801.internal,7.53,18.42,21.97,686,1.513132924010029E9
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,4.54,17.54,21.15,744,1.513132924021191E9
exp1,svm,bigdata,cluster-cin-w-4.c.spark-186801.internal,12.33,21.99,23.67,792,1.51313292402306E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,6.85,18.76,23.16,685,1.513132924028981E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,6.59,25.76,31.88,692,1.5131329240322E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,4.85,18.31,22.56,686,1.513132924044218E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,7.09,19.33,22.92,691,1.513132924047578E9
exp1,svm,bigdata,cluster-cin-w-2.c.spark-186801.internal,7.81,18.29,21.91,687,1.513132929013991E9
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,4.49,17.31,21.05,751,1.513132929024595E9
exp1,svm,bigdata,cluster-cin-w-4.c.spark-186801.internal,12.63,21.89,23.63,790,1.51313292902883E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,7.1,18.62,23.09,688,1.513132929033101E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,6.3,25.38,31.72,692,1.513132929037425E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,4.94,18.1,22.47,688,1.513132929049727E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,6.52,19.01,22.79,689,1.513132929052651E9
exp1,svm,bigdata,cluster-cin-w-2.c.spark-186801.internal,7.98,18.16,21.85,687,1.513132934019315E9
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,4.13,17.03,20.94,751,1.513132934030085E9
exp1,svm,bigdata,cluster-cin-w-4.c.spark-186801.internal,12.82,21.77,23.58,791,1.513132934030162E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,7.33,18.47,23.02,689,1.513132934038432E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,6.28,25.06,31.58,693,1.513132934042877E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,5.11,17.92,22.39,689,1.513132934055048E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,6.16,18.72,22.68,689,1.513132934058143E9
exp1,svm,bigdata,cluster-cin-w-2.c.spark-186801.internal,8.14,18.02,21.79,689,1.513132939024821E9
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,4.2,16.83,20.86,753,1.51313293903243E9
exp1,svm,bigdata,cluster-cin-w-4.c.spark-186801.internal,12.99,21.66,23.54,793,1.513132939033985E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,6.74,18.17,22.9,690,1.513132939040879E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,6.65,24.83,31.47,694,1.513132939045833E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,5.42,17.77,22.31,690,1.513132939060536E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,6.07,18.49,22.59,691,1.513132939060605E9
exp1,svm,bigdata,cluster-cin-w-2.c.spark-186801.internal,8.13,17.85,21.71,688,1.513132944029733E9
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,4.51,16.68,20.79,753,1.513132944036348E9
exp1,svm,bigdata,cluster-cin-w-4.c.spark-186801.internal,13.15,21.55,23.49,793,1.51313294403948E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,6.84,18.0,22.82,690,1.5131329440448E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,6.76,24.55,31.35,694,1.513132944051308E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,6.3,18.34,22.51,691,1.513132944066009E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,5.63,17.6,22.24,690,1.513132944066091E9
exp1,svm,bigdata,cluster-cin-w-2.c.spark-186801.internal,8.04,17.67,21.63,688,1.513132949033639E9
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,4.63,16.5,20.71,752,1.513132949040243E9
exp1,svm,bigdata,cluster-cin-w-4.c.spark-186801.internal,13.14,21.41,23.43,793,1.513132949041794E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,7.02,17.85,22.74,690,1.513132949048734E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,6.78,24.26,31.22,692,1.513132949053335E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,6.52,18.18,22.44,690,1.513132949071467E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,5.74,17.43,22.16,690,1.51313294907153E9
exp1,svm,bigdata,cluster-cin-w-2.c.spark-186801.internal,8.12,17.53,21.56,687,1.513132954034657E9
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,4.9,16.36,20.64,753,1.513132954044189E9
exp1,svm,bigdata,cluster-cin-w-4.c.spark-186801.internal,13.13,21.27,23.38,793,1.513132954045744E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,7.02,17.67,22.66,690,1.513132954052659E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,6.96,24.0,31.1,694,1.513132954058875E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,5.92,17.27,22.08,688,1.513132954075539E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,6.72,18.03,22.37,691,1.513132954076248E9
exp1,svm,bigdata,cluster-cin-w-2.c.spark-186801.internal,8.19,17.39,21.5,688,1.513132959037487E9
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,5.06,16.2,20.56,752,1.513132959048153E9
exp1,svm,bigdata,cluster-cin-w-4.c.spark-186801.internal,13.2,21.14,23.33,791,1.513132959049678E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,7.01,17.49,22.57,689,1.513132959058055E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,7.12,23.75,30.98,694,1.513132959064303E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,6.74,17.85,22.29,691,1.513132959080193E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,5.92,17.08,21.99,690,1.513132959080261E9
exp1,svm,bigdata,cluster-cin-w-2.c.spark-186801.internal,8.09,17.21,21.42,687,1.513132964041385E9
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,5.3,16.07,20.5,753,1.513132964051326E9
exp1,svm,bigdata,cluster-cin-w-4.c.spark-186801.internal,13.26,21.03,23.28,793,1.513132964053639E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,7.09,17.33,22.49,689,1.51313296406049E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,7.11,23.47,30.85,694,1.513132964069511E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,6.09,16.93,21.92,690,1.513132964085759E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,6.84,17.68,22.21,690,1.51313296408585E9
exp1,svm,bigdata,cluster-cin-w-2.c.spark-186801.internal,7.93,17.03,21.33,688,1.513132969045792E9
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,5.6,15.95,20.43,753,1.513132969054965E9
exp1,svm,bigdata,cluster-cin-w-4.c.spark-186801.internal,13.24,20.89,23.22,792,1.513132969059077E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,7.25,17.19,22.42,690,1.513132969064432E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,7.18,23.22,30.73,693,1.513132969073406E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,6.32,16.8,21.85,690,1.513132969087986E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,6.77,17.49,22.12,690,1.513132969088046E9
exp1,svm,bigdata,cluster-cin-w-2.c.spark-186801.internal,7.69,16.83,21.25,688,1.513132974049279E9
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,5.55,15.77,20.35,753,1.513132974059897E9
exp1,svm,bigdata,cluster-cin-w-4.c.spark-186801.internal,13.22,20.76,23.17,791,1.513132974061496E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,7.23,17.02,22.34,690,1.513132974068352E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,7.01,22.91,30.59,694,1.513132974078834E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,6.38,16.64,21.77,690,1.51313297409188E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,6.95,17.35,22.05,689,1.513132974091964E9
exp1,svm,bigdata,cluster-cin-w-2.c.spark-186801.internal,7.39,16.62,21.15,687,1.51313297905478E9
exp1,svm,bigdata,cluster-cin-w-4.c.spark-186801.internal,13.44,20.68,23.13,791,1.513132979065403E9
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,5.58,15.61,20.27,753,1.513132979065488E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,7.29,16.87,22.26,691,1.513132979073753E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,7.09,22.67,30.47,693,1.513132979081259E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,6.51,16.5,21.69,690,1.513132979093721E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,7.04,17.19,21.97,689,1.513132979095881E9
exp1,svm,bigdata,cluster-cin-w-2.c.spark-186801.internal,7.36,16.46,21.08,687,1.513132984057165E9
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,5.62,15.45,20.2,752,1.513132984067743E9
exp1,svm,bigdata,cluster-cin-w-4.c.spark-186801.internal,13.57,20.59,23.08,789,1.51313298407091E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,7.18,16.69,22.17,690,1.513132984078174E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,7.08,22.41,30.34,694,1.5131329840852E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,6.71,16.37,21.63,690,1.513132984094666E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,7.19,17.06,21.9,690,1.513132984101425E9
exp1,svm,bigdata,cluster-cin-w-2.c.spark-186801.internal,7.49,16.33,21.01,687,1.513132989061022E9
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,5.81,15.32,20.13,750,1.51313298907318E9
exp1,svm,bigdata,cluster-cin-w-4.c.spark-186801.internal,13.28,20.41,23.01,788,1.513132989073421E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,7.17,16.53,22.09,691,1.513132989083533E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,6.99,22.13,30.21,694,1.513132989089095E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,6.73,16.21,21.55,688,1.51313298909969E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,7.1,16.87,21.82,690,1.513132989103761E9
exp1,svm,bigdata,cluster-cin-w-2.c.spark-186801.internal,7.54,16.19,20.94,679,1.513132994064985E9
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,5.91,15.18,20.06,741,1.51313299407561E9
exp1,svm,bigdata,cluster-cin-w-4.c.spark-186801.internal,13.18,20.27,22.95,773,1.513132994077218E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,7.4,16.42,22.03,683,1.513132994088959E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,6.99,21.88,30.08,686,1.513132994093021E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,6.83,16.08,21.47,678,1.513132994105283E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,7.09,16.71,21.74,682,1.513132994107657E9
exp1,svm,bigdata,cluster-cin-w-2.c.spark-186801.internal,7.57,16.06,20.87,673,1.513132999070336E9
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,5.99,15.05,19.99,736,1.513132999080953E9
exp1,svm,bigdata,cluster-cin-w-4.c.spark-186801.internal,13.01,20.12,22.89,765,1.513132999081928E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,7.44,16.28,21.95,676,1.513132999092043E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,7.08,21.65,29.97,680,1.513132999097045E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,6.61,15.88,21.38,674,1.513132999110815E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,7.08,16.55,21.66,675,1.513132999111675E9
exp1,svm,bigdata,cluster-cin-w-2.c.spark-186801.internal,7.53,15.91,20.8,673,1.51313300407316E9
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,6.07,14.91,19.92,736,1.513133004083437E9
exp1,svm,bigdata,cluster-cin-w-4.c.spark-186801.internal,12.85,19.97,22.83,766,1.513133004085019E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,7.57,16.16,21.88,677,1.51313300409597E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,6.99,21.39,29.84,680,1.513133004100869E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,7.16,16.4,21.59,676,1.51313300411558E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,6.56,15.71,21.3,674,1.513133004116392E9
exp1,svm,bigdata,cluster-cin-w-2.c.spark-186801.internal,7.64,15.79,20.73,673,1.513133009076767E9
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,6.31,14.82,19.86,736,1.513133009088838E9
exp1,svm,bigdata,cluster-cin-w-4.c.spark-186801.internal,12.94,19.87,22.78,766,1.513133009089412E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,7.44,15.99,21.8,676,1.513133009101508E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,7.07,21.17,29.72,679,1.513133009106299E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,6.59,15.57,21.22,674,1.513133009119414E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,7.3,16.28,21.52,675,1.513133009119535E9
exp1,svm,bigdata,cluster-cin-w-2.c.spark-186801.internal,7.75,15.68,20.67,673,1.513133014082166E9
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,6.2,14.65,19.78,736,1.51313301409128E9
exp1,svm,bigdata,cluster-cin-w-4.c.spark-186801.internal,12.86,19.74,22.72,766,1.513133014092873E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,7.41,15.84,21.72,677,1.513133014107007E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,7.06,20.93,29.6,679,1.513133014109374E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,6.71,15.44,21.15,674,1.513133014124843E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,7.2,16.11,21.43,676,1.513133014125025E9
exp1,svm,bigdata,cluster-cin-w-2.c.spark-186801.internal,7.85,15.57,20.61,672,1.513133019084615E9
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,6.35,14.54,19.72,735,1.51313301909523E9
exp1,svm,bigdata,cluster-cin-w-4.c.spark-186801.internal,13.51,19.76,22.71,765,1.513133019096777E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,7.54,15.73,21.65,677,1.513133019111809E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,7.14,20.72,29.48,680,1.513133019112676E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,6.73,15.3,21.07,674,1.513133019127218E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,7.02,15.93,21.35,676,1.513133019127309E9
exp1,svm,bigdata,cluster-cin-w-2.c.spark-186801.internal,7.46,15.36,20.51,672,1.51313302409E9
exp1,svm,bigdata,cluster-cin-w-6.c.spark-186801.internal,6.16,14.37,19.63,734,1.513133024100626E9
exp1,svm,bigdata,cluster-cin-w-4.c.spark-186801.internal,13.23,19.59,22.64,765,1.513133024102198E9
exp1,svm,bigdata,cluster-cin-w-1.c.spark-186801.internal,7.33,15.55,21.56,675,1.513133024115529E9
exp1,svm,bigdata,cluster-cin-w-3.c.spark-186801.internal,7.13,20.49,29.36,678,1.51313302411822E9
exp1,svm,bigdata,cluster-cin-w-5.c.spark-186801.internal,6.19,15.05,20.96,673,1.513133024132608E9
exp1,svm,bigdata,cluster-cin-w-0.c.spark-186801.internal,6.7,15.71,21.25,674,1.51313302413299E9
exp2,als,bigdata,cluster-cin-w-1.c.spark-186801.internal,5.85,6.23,6.75,516,1.513221738815681E9
exp2,als,bigdata,cluster-cin-w-4.c.spark-186801.internal,5.58,6.9,9.37,516,1.513221738817864E9
exp2,als,bigdata,cluster-cin-w-2.c.spark-186801.internal,5.77,6.15,6.83,516,1.513221738818695E9
exp2,als,bigdata,cluster-cin-w-5.c.spark-186801.internal,5.42,6.15,6.72,501,1.513221738819916E9
exp2,als,bigdata,cluster-cin-w-0.c.spark-186801.internal,5.44,5.81,6.44,515,1.513221738824082E9
exp2,als,bigdata,cluster-cin-w-3.c.spark-186801.internal,6.25,6.35,6.9,514,1.513221738824862E9
exp2,als,bigdata,cluster-cin-w-6.c.spark-186801.internal,10.92,9.36,8.49,516,1.513221738828245E9
exp2,als,bigdata,cluster-cin-w-1.c.spark-186801.internal,5.38,6.12,6.71,556,1.513221743821286E9
exp2,als,bigdata,cluster-cin-w-4.c.spark-186801.internal,5.13,6.78,9.32,517,1.513221743823131E9
exp2,als,bigdata,cluster-cin-w-2.c.spark-186801.internal,5.31,6.05,6.79,516,1.513221743824229E9
exp2,als,bigdata,cluster-cin-w-5.c.spark-186801.internal,4.98,6.05,6.68,501,1.513221743825525E9
exp2,als,bigdata,cluster-cin-w-0.c.spark-186801.internal,5.0,5.71,6.41,516,1.513221743829742E9
exp2,als,bigdata,cluster-cin-w-3.c.spark-186801.internal,5.75,6.24,6.86,515,1.513221743830142E9
exp2,als,bigdata,cluster-cin-w-6.c.spark-186801.internal,10.04,9.2,8.45,516,1.513221743833915E9
exp2,als,bigdata,cluster-cin-w-1.c.spark-186801.internal,4.95,6.02,6.67,704,1.513221748826078E9
exp2,als,bigdata,cluster-cin-w-4.c.spark-186801.internal,4.72,6.67,9.27,692,1.513221748828394E9
exp2,als,bigdata,cluster-cin-w-2.c.spark-186801.internal,4.88,5.94,6.76,619,1.513221748829589E9
exp2,als,bigdata,cluster-cin-w-5.c.spark-186801.internal,4.59,5.95,6.64,609,1.513221748831063E9
exp2,als,bigdata,cluster-cin-w-0.c.spark-186801.internal,4.6,5.62,6.37,624,1.51322174883245E9
exp2,als,bigdata,cluster-cin-w-3.c.spark-186801.internal,5.29,6.14,6.83,618,1.513221748833312E9
exp2,als,bigdata,cluster-cin-w-6.c.spark-186801.internal,9.24,9.05,8.4,608,1.513221748838401E9
exp2,als,bigdata,cluster-cin-w-1.c.spark-186801.internal,4.63,5.94,6.64,738,1.513221753831596E9
exp2,als,bigdata,cluster-cin-w-4.c.spark-186801.internal,4.58,6.61,9.24,729,1.513221753833825E9
exp2,als,bigdata,cluster-cin-w-2.c.spark-186801.internal,4.81,5.91,6.74,656,1.513221753835121E9
exp2,als,bigdata,cluster-cin-w-5.c.spark-186801.internal,4.3,5.87,6.61,640,1.513221753836576E9
exp2,als,bigdata,cluster-cin-w-0.c.spark-186801.internal,4.31,5.54,6.35,658,1.513221753837902E9
exp2,als,bigdata,cluster-cin-w-3.c.spark-186801.internal,4.94,6.05,6.79,654,1.51322175383883E9
exp2,als,bigdata,cluster-cin-w-6.c.spark-186801.internal,8.5,8.9,8.35,658,1.513221753844466E9
exp2,als,bigdata,cluster-cin-w-1.c.spark-186801.internal,5.06,6.0,6.66,741,1.513221758834322E9
exp2,als,bigdata,cluster-cin-w-4.c.spark-186801.internal,5.26,6.71,9.26,731,1.513221758835681E9
exp2,als,bigdata,cluster-cin-w-2.c.spark-186801.internal,4.43,5.81,6.71,656,1.513221758837577E9
exp2,als,bigdata,cluster-cin-w-5.c.spark-186801.internal,3.95,5.77,6.58,639,1.513221758838779E9
exp2,als,bigdata,cluster-cin-w-3.c.spark-186801.internal,5.19,6.09,6.8,656,1.513221758841301E9
exp2,als,bigdata,cluster-cin-w-0.c.spark-186801.internal,4.61,5.58,6.35,658,1.513221758841954E9
exp2,als,bigdata,cluster-cin-w-6.c.spark-186801.internal,7.9,8.77,8.31,658,1.5132217588499E9
exp2,als,bigdata,cluster-cin-w-1.c.spark-186801.internal,5.06,5.99,6.65,750,1.513221763838013E9
exp2,als,bigdata,cluster-cin-w-4.c.spark-186801.internal,6.44,6.93,9.31,746,1.513221763841306E9
exp2,als,bigdata,cluster-cin-w-2.c.spark-186801.internal,4.79,5.87,6.72,668,1.513221763843299E9
exp2,als,bigdata,cluster-cin-w-5.c.spark-186801.internal,4.2,5.79,6.58,653,1.513221763844184E9
exp2,als,bigdata,cluster-cin-w-0.c.spark-186801.internal,4.24,5.49,6.32,667,1.51322176384444E9
exp2,als,bigdata,cluster-cin-w-3.c.spark-186801.internal,6.69,6.38,6.89,666,1.513221763846875E9
exp2,als,bigdata,cluster-cin-w-6.c.spark-186801.internal,8.55,8.89,8.36,668,1.51322176385561E9
exp2,als,bigdata,cluster-cin-w-1.c.spark-186801.internal,4.65,5.89,6.62,784,1.513221768842068E9
exp2,als,bigdata,cluster-cin-w-4.c.spark-186801.internal,6.0,6.84,9.27,797,1.513221768843577E9
exp2,als,bigdata,cluster-cin-w-5.c.spark-186801.internal,4.74,5.88,6.6,686,1.513221768846788E9
exp2,als,bigdata,cluster-cin-w-2.c.spark-186801.internal,5.37,5.97,6.75,702,1.513221768848908E9
exp2,als,bigdata,cluster-cin-w-3.c.spark-186801.internal,6.16,6.28,6.86,700,1.513221768849663E9
exp2,als,bigdata,cluster-cin-w-0.c.spark-186801.internal,4.22,5.46,6.31,701,1.513221768850191E9
exp2,als,bigdata,cluster-cin-w-6.c.spark-186801.internal,8.58,8.89,8.36,702,1.513221768861314E9
exp2,als,bigdata,cluster-cin-w-1.c.spark-186801.internal,4.6,5.86,6.6,784,1.513221773846059E9
exp2,als,bigdata,cluster-cin-w-4.c.spark-186801.internal,5.6,6.74,9.22,797,1.513221773847574E9
exp2,als,bigdata,cluster-cin-w-5.c.spark-186801.internal,5.64,6.05,6.65,686,1.513221773850793E9
exp2,als,bigdata,cluster-cin-w-0.c.spark-186801.internal,4.36,5.47,6.31,701,1.513221773852462E9
exp2,als,bigdata,cluster-cin-w-2.c.spark-186801.internal,4.94,5.87,6.71,702,1.513221773853613E9
