exp,algo,scale,hostname,load5,load10,load15,procs,timestamp
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,33.89,33.14,24.45,681,1.513132419683036E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,34.67,33.43,24.56,681,1.513132419686687E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,48.05,48.12,35.83,841,1.513132419690862E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,38.41,35.25,25.46,681,1.513132419701534E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,35.44,33.51,26.11,684,1.513132419702023E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,31.9,30.98,23.02,679,1.513132419705368E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,35.45,34.08,25.2,681,1.51313241970937E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,34.38,33.26,24.54,681,1.513132424687394E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,35.1,33.54,24.64,681,1.513132424690712E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,49.01,48.32,35.96,841,1.513132424694864E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,38.54,35.32,25.54,683,1.513132424705568E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,35.8,33.62,26.19,682,1.513132424706431E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,32.55,31.13,23.11,679,1.513132424709385E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,35.81,34.18,25.28,681,1.513132424713436E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,34.83,33.37,24.62,681,1.513132429692307E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,35.57,33.66,24.73,683,1.513132429694685E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,49.89,48.52,36.09,841,1.513132429698977E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,38.65,35.4,25.61,682,1.513132429709579E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,36.14,33.73,26.26,683,1.513132429710242E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,33.15,31.28,23.2,680,1.513132429713396E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,36.15,34.28,25.36,683,1.513132429717422E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,35.25,33.48,24.7,674,1.513132434695118E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,35.93,33.77,24.81,675,1.513132434698785E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,50.7,48.71,36.22,829,1.5131324347029E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,38.76,35.48,25.69,674,1.513132434713567E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,36.45,33.83,26.33,676,1.513132434714308E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,33.69,31.42,23.29,672,1.513132434717422E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,36.45,34.37,25.43,674,1.513132434721398E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,35.55,33.57,24.78,674,1.513132439699168E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,36.09,33.84,24.89,675,1.513132439702729E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,51.37,48.88,36.34,830,1.513132439706904E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,38.78,35.54,25.76,675,1.513132439717619E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,36.57,33.9,26.4,676,1.51313243971904E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,34.12,31.55,23.37,672,1.51313243972144E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,36.74,34.47,25.51,673,1.513132439725448E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,35.83,33.66,24.86,673,1.513132444703193E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,36.0,33.86,24.94,674,1.513132444706734E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,51.82,49.01,36.45,831,1.513132444710939E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,38.48,35.53,25.81,674,1.513132444721614E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,36.61,33.95,26.45,675,1.513132444724061E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,34.43,31.66,23.45,672,1.5131324447254E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,36.92,34.54,25.59,674,1.513132444729473E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,36.0,33.73,24.93,672,1.513132449707146E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,35.92,33.87,24.99,674,1.513132449710753E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,52.15,49.13,36.56,831,1.513132449714886E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,38.2,35.52,25.86,674,1.513132449725604E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,36.64,34.0,26.51,674,1.51313244972864E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,34.72,31.76,23.53,672,1.513132449729482E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,37.09,34.62,25.66,674,1.513132449733503E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,36.88,33.95,25.05,673,1.513132454711136E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,35.77,33.88,25.04,674,1.513132454714776E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,52.38,49.23,36.65,830,1.513132454718937E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,37.94,35.51,25.91,674,1.513132454729615E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,34.82,31.83,23.6,672,1.513132454733452E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,36.59,34.04,26.56,675,1.51313245473415E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,37.24,34.69,25.73,673,1.513132454737436E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,36.89,34.01,25.11,673,1.513132459715156E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,35.63,33.88,25.09,673,1.513132459718777E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,51.07,49.01,36.65,832,1.513132459724109E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,37.63,35.48,25.95,674,1.513132459733634E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,34.91,31.9,23.67,671,1.51313245973748E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,36.54,34.07,26.61,675,1.51313245973856E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,37.38,34.76,25.8,673,1.513132459741465E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,36.82,34.04,25.17,673,1.513132464719135E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,35.5,33.88,25.14,673,1.513132464722822E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,49.62,48.74,36.63,831,1.513132464726906E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,35.97,35.18,25.91,675,1.513132464737671E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,35.0,31.97,23.73,671,1.513132464741507E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,36.58,34.12,26.67,675,1.513132464743672E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,37.51,34.83,25.87,674,1.513132464745488E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,36.67,34.06,25.22,673,1.513132469723197E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,34.18,33.64,25.11,675,1.513132469726813E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,46.93,48.2,36.52,831,1.513132469730946E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,33.09,34.59,25.77,675,1.51313246974326E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,35.08,32.04,23.8,672,1.513132469745476E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,36.45,34.13,26.71,674,1.513132469748667E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,37.63,34.9,25.94,674,1.513132469749536E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,36.46,34.05,25.27,673,1.513132474727209E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,31.44,33.08,24.97,675,1.513132474732544E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,43.17,47.4,36.32,830,1.513132474736557E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,30.44,34.02,25.63,673,1.513132474748847E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,35.0,32.07,23.85,673,1.513132474749613E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,37.58,34.94,26.0,675,1.513132474753511E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,36.25,34.13,26.75,676,1.51313247475436E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,34.82,33.75,25.22,674,1.513132479731191E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,28.92,32.53,24.84,673,1.513132479736788E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,39.71,46.61,36.13,829,1.513132479742049E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,28.01,33.45,25.49,673,1.513132479754342E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,33.47,31.8,23.81,673,1.513132479755153E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,36.09,34.67,25.96,676,1.513132479757525E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,34.71,33.85,26.7,676,1.513132479758841E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,32.03,33.19,25.08,679,1.513132484735661E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,26.6,31.99,24.7,676,1.513132484738791E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,36.53,45.83,35.93,832,1.513132484747503E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,25.76,32.9,25.35,679,1.513132484759699E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,30.79,31.27,23.68,678,1.513132484760684E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,31.93,33.28,26.56,681,1.513132484762007E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,34.56,34.38,25.92,682,1.513132484763099E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,31.23,33.01,25.07,679,1.513132489739221E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,24.47,31.46,24.57,681,1.513132489742879E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,36.73,45.72,35.95,841,1.513132489751043E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,26.66,32.97,25.42,681,1.513132489761728E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,35.0,34.47,25.99,679,1.513132489765526E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,28.33,30.76,23.56,679,1.513132489765571E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,30.66,33.0,26.5,681,1.513132489766075E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,31.93,33.12,25.15,678,1.513132494743225E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,25.32,31.52,24.63,679,1.51313249474688E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,38.59,45.96,36.08,838,1.513132494755032E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,27.73,33.08,25.5,679,1.513132494765742E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,35.4,34.56,26.07,679,1.513132494769546E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,29.26,30.91,23.64,677,1.513132494769644E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,31.41,33.11,26.57,680,1.513132494770171E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,32.58,33.24,25.23,678,1.513132499747257E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,26.49,31.66,24.71,679,1.513132499750879E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,40.31,46.19,36.21,838,1.513132499759051E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,28.71,33.2,25.57,679,1.513132499769735E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,35.77,34.65,26.14,679,1.513132499773559E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,30.12,31.06,23.73,677,1.513132499773599E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,32.09,33.23,26.65,680,1.513132499774254E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,33.17,33.35,25.31,678,1.513132504751259E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,27.58,31.79,24.79,679,1.513132504754927E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,41.89,46.42,36.34,838,1.513132504763054E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,30.26,33.44,25.69,679,1.513132504773728E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,36.11,34.74,26.22,679,1.513132504777567E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,30.91,31.21,23.82,677,1.513132504777602E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,32.73,33.34,26.72,680,1.513132504778164E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,33.72,33.46,25.39,678,1.513132509755314E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,28.57,31.93,24.87,679,1.513132509758939E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,43.34,46.65,36.46,838,1.513132509767074E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,31.04,33.55,25.77,679,1.513132509778273E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,31.64,31.35,23.91,677,1.513132509781571E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,33.31,33.45,26.79,680,1.513132509782305E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,36.42,34.83,26.29,679,1.513132509782933E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,34.22,33.57,25.47,678,1.513132514759294E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,29.49,32.07,24.95,679,1.513132514762928E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,44.67,46.87,36.59,838,1.513132514771082E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,31.76,33.66,25.85,679,1.513132514783415E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,36.71,34.92,26.37,679,1.513132514785593E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,32.31,31.5,23.99,677,1.51313251478564E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,33.85,33.56,26.86,680,1.513132514786173E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,34.68,33.68,25.54,678,1.513132519763359E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,30.33,32.2,25.04,679,1.513132519766954E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,45.98,47.1,36.72,838,1.513132519775074E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,32.42,33.77,25.92,679,1.513132519788429E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,36.97,35.0,26.44,679,1.513132519789589E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,32.93,31.64,24.08,677,1.513132519789673E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,34.9,33.78,26.97,680,1.513132519790167E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,35.11,33.78,25.62,678,1.51313252476731E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,31.1,32.33,25.12,680,1.513132524770969E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,47.1,47.32,36.85,838,1.513132524779093E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,33.49,31.78,24.16,679,1.513132524793704E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,33.02,33.87,26.0,679,1.513132524793881E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,37.21,35.08,26.51,678,1.513132524794016E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,35.31,33.89,27.04,680,1.513132524794317E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,35.5,33.89,25.7,679,1.513132529771316E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,31.82,32.45,25.2,680,1.513132529774995E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,48.14,47.53,36.97,838,1.513132529783126E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,37.44,35.17,26.58,679,1.51313252979771E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,34.02,31.92,24.25,677,1.513132529797789E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,35.68,33.99,27.11,680,1.51313252979825E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,33.58,33.97,26.08,680,1.513132529798282E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,35.86,33.99,25.78,680,1.51313253477535E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,33.03,32.7,25.31,679,1.513132534779015E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,49.09,47.74,37.1,838,1.513132534787147E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,34.49,32.05,24.34,678,1.513132534801712E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,37.64,35.25,26.66,679,1.513132534801791E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,36.03,34.09,27.18,681,1.513132534802484E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,34.1,34.07,26.15,679,1.513132534803869E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,36.19,34.09,25.85,679,1.513132539779334E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,33.67,32.83,25.4,679,1.513132539783015E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,49.96,47.94,37.22,837,1.513132539791172E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,34.94,32.18,24.42,678,1.51313253980573E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,36.35,34.19,27.25,681,1.513132539806233E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,37.83,35.33,26.73,679,1.513132539807447E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,34.57,34.17,26.22,681,1.513132539808602E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,36.58,34.2,25.93,679,1.513132544783371E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,34.18,32.95,25.48,681,1.513132544787062E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,50.84,48.16,37.35,837,1.513132544795186E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,38.01,35.4,26.8,680,1.513132544809735E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,35.34,32.31,24.5,678,1.513132544809803E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,36.64,34.28,27.32,681,1.51313254481027E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,35.01,34.27,26.3,681,1.513132544813796E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,36.69,34.27,26.0,673,1.513132549787347E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,34.64,33.07,25.56,674,1.513132549791067E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,51.58,48.35,37.47,828,1.513132549799218E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,35.71,32.44,24.59,672,1.513132549813715E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,37.92,35.43,26.86,674,1.513132549813777E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,36.75,34.35,27.37,675,1.513132549815105E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,35.41,34.36,26.37,674,1.513132549817789E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,36.72,34.31,26.06,673,1.513132554791408E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,34.99,33.17,25.63,675,1.513132554795079E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,52.25,48.55,37.59,828,1.513132554803204E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,37.85,35.46,26.91,672,1.513132554817775E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,35.98,32.55,24.66,672,1.513132554817944E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,36.69,34.37,27.42,676,1.513132554818345E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,35.69,34.44,26.44,673,1.513132554821824E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,36.66,34.34,26.11,673,1.513132559795411E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,35.07,33.22,25.68,674,1.513132559799084E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,52.79,48.72,37.7,829,1.51313255980725E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,37.78,35.48,26.96,672,1.513132559821781E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,36.47,34.37,27.46,675,1.5131325598224E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,36.06,32.62,24.73,673,1.513132559822744E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,35.96,34.52,26.51,674,1.513132559825815E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,36.69,34.38,26.17,672,1.513132564799419E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,35.31,33.3,25.75,673,1.513132564803085E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,53.29,48.89,37.82,829,1.513132564811247E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,37.72,35.51,27.02,672,1.513132564825889E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,36.28,34.36,27.49,674,1.513132564827037E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,36.06,32.68,24.79,672,1.513132564827775E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,36.12,34.57,26.57,673,1.513132564829839E9
exp1,lda,bigdata,cluster-cin-w-4.c.spark-186801.internal,36.71,34.43,26.23,672,1.513132569803434E9
exp1,lda,bigdata,cluster-cin-w-2.c.spark-186801.internal,35.28,33.32,25.8,674,1.513132569807116E9
exp1,lda,bigdata,cluster-cin-w-3.c.spark-186801.internal,53.59,49.03,37.92,830,1.51313256981526E9
exp1,lda,bigdata,cluster-cin-w-5.c.spark-186801.internal,37.74,35.55,27.08,672,1.513132569829809E9
exp1,lda,bigdata,cluster-cin-w-1.c.spark-186801.internal,36.09,34.35,27.53,675,1.513132569830545E9
exp1,lda,bigdata,cluster-cin-w-6.c.spark-186801.internal,35.97,32.72,24.85,672,1.513132569832848E9
exp1,lda,bigdata,cluster-cin-w-0.c.spark-186801.internal,36.27,34.63,26.63,673,1.513132569833877E9
